Unnamed: 0,play_name,genre,character,act,scene,sentence,text,sex
103179,Timon of Athens,Tragedy,Painter,1,1,91,In our condition.,male
103180,Timon of Athens,Tragedy,Poet,1,1,92,"Nay, sir, but hear me on.",male
103181,Timon of Athens,Tragedy,Poet,1,1,93,"All those which were his fellows but of late,",male
103182,Timon of Athens,Tragedy,Poet,1,1,94,"Some better than his value, on the moment",male
103183,Timon of Athens,Tragedy,Poet,1,1,95,"Follow his strides, his lobbies fill with tendance,",male
103184,Timon of Athens,Tragedy,Poet,1,1,96,"Rain sacrificial whisperings in his ear,",male
103185,Timon of Athens,Tragedy,Poet,1,1,97,"Make sacred even his stirrup, and through him",male
103186,Timon of Athens,Tragedy,Poet,1,1,98,Drink the free air.,male
103187,Timon of Athens,Tragedy,Painter,1,1,99,"Ay, marry, what of these?",male
103188,Timon of Athens,Tragedy,Poet,1,1,100,When Fortune in her shift and change of mood,male
103189,Timon of Athens,Tragedy,Poet,1,1,101,"Spurns down her late beloved, all his dependants",male
103190,Timon of Athens,Tragedy,Poet,1,1,102,Which labour'd after him to the mountain's top,male
103191,Timon of Athens,Tragedy,Poet,1,1,103,"Even on their knees and hands, let him slip down,",male
103192,Timon of Athens,Tragedy,Poet,1,1,104,Not one accompanying his declining foot.,male
103193,Timon of Athens,Tragedy,Painter,1,1,105,'Tis common:,male
103194,Timon of Athens,Tragedy,Painter,1,1,106,A thousand moral paintings I can show,male
103195,Timon of Athens,Tragedy,Painter,1,1,107,That shall demonstrate these quick blows of Fortune's,male
103196,Timon of Athens,Tragedy,Painter,1,1,108,More pregnantly than words. Yet you do well,male
103197,Timon of Athens,Tragedy,Painter,1,1,109,To show Lord Timon that mean eyes have seen,male
103198,Timon of Athens,Tragedy,Painter,1,1,110,The foot above the head.,male
103199,Timon of Athens,Tragedy,Timon,1,1,111,"Imprison'd is he, say you?",male
103200,Timon of Athens,Tragedy,Messenger,1,1,112,"Ay, my good lord: five talents is his debt,",male
103201,Timon of Athens,Tragedy,Messenger,1,1,113,"His means most short, his creditors most strait:",male
103202,Timon of Athens,Tragedy,Messenger,1,1,114,Your honourable letter he desires,male
103203,Timon of Athens,Tragedy,Messenger,1,1,115,"To those have shut him up; which failing,",male
103204,Timon of Athens,Tragedy,Messenger,1,1,116,Periods his comfort.,male
103205,Timon of Athens,Tragedy,Timon,1,1,117,Noble Ventidius! Well;,male
103206,Timon of Athens,Tragedy,Timon,1,1,118,I am not of that feather to shake off,male
103207,Timon of Athens,Tragedy,Timon,1,1,119,My friend when he must need me. I do know him,male
103208,Timon of Athens,Tragedy,Timon,1,1,120,A gentleman that well deserves a help:,male
103209,Timon of Athens,Tragedy,Timon,1,1,121,"Which he shall have: I'll pay the debt,",male
103210,Timon of Athens,Tragedy,Timon,1,1,122,and free him.,male
103211,Timon of Athens,Tragedy,Messenger,1,1,123,Your lordship ever binds him.,male
103212,Timon of Athens,Tragedy,Timon,1,1,124,Commend me to him: I will send his ransom;,male
103213,Timon of Athens,Tragedy,Timon,1,1,125,"And being enfranchised, bid him come to me.",male
103214,Timon of Athens,Tragedy,Timon,1,1,126,"'Tis not enough to help the feeble up,",male
103215,Timon of Athens,Tragedy,Timon,1,1,127,But to support him after. Fare you well.,male
103216,Timon of Athens,Tragedy,Messenger,1,1,128,All happiness to your honour!,male
103217,Timon of Athens,Tragedy,Old Athenian,1,1,129,"Lord Timon, hear me speak.",male
103218,Timon of Athens,Tragedy,Timon,1,1,130,"Freely, good father.",male
103219,Timon of Athens,Tragedy,Old Athenian,1,1,131,Thou hast a servant named Lucilius.,male
103220,Timon of Athens,Tragedy,Timon,1,1,132,I have so: what of him?,male
103221,Timon of Athens,Tragedy,Old Athenian,1,1,133,"Most noble Timon, call the man before thee.",male
103222,Timon of Athens,Tragedy,Timon,1,1,134,"Attends he here, or no? Lucilius!",male
103223,Timon of Athens,Tragedy,Lucilius,1,1,135,"Here, at your lordship's service.",male
103224,Timon of Athens,Tragedy,Old Athenian,1,1,136,"This fellow here, Lord Timon, this thy creature,",male
103225,Timon of Athens,Tragedy,Old Athenian,1,1,137,By night frequents my house. I am a man,male
103226,Timon of Athens,Tragedy,Old Athenian,1,1,138,That from my first have been inclined to thrift;,male
103227,Timon of Athens,Tragedy,Old Athenian,1,1,139,And my estate deserves an heir more raised,male
103228,Timon of Athens,Tragedy,Old Athenian,1,1,140,Than one which holds a trencher.,male
103229,Timon of Athens,Tragedy,Timon,1,1,141,Well; what further?,male
103230,Timon of Athens,Tragedy,Old Athenian,1,1,142,"One only daughter have I, no kin else,",male
103231,Timon of Athens,Tragedy,Old Athenian,1,1,143,On whom I may confer what I have got:,male
103232,Timon of Athens,Tragedy,Old Athenian,1,1,144,"The maid is fair, o' the youngest for a bride,",male
103233,Timon of Athens,Tragedy,Old Athenian,1,1,145,And I have bred her at my dearest cost,male
103234,Timon of Athens,Tragedy,Old Athenian,1,1,146,In qualities of the best. This man of thine,male
103235,Timon of Athens,Tragedy,Old Athenian,1,1,147,"Attempts her love: I prithee, noble lord,",male
103236,Timon of Athens,Tragedy,Old Athenian,1,1,148,Join with me to forbid him her resort;,male
103237,Timon of Athens,Tragedy,Old Athenian,1,1,149,Myself have spoke in vain.,male
103238,Timon of Athens,Tragedy,Timon,1,1,150,The man is honest.,male
103239,Timon of Athens,Tragedy,Old Athenian,1,1,151,"Therefore he will be, Timon:",male
103240,Timon of Athens,Tragedy,Old Athenian,1,1,152,His honesty rewards him in itself;,male
103241,Timon of Athens,Tragedy,Old Athenian,1,1,153,It must not bear my daughter.,male
103242,Timon of Athens,Tragedy,Timon,1,1,154,Does she love him?,male
103243,Timon of Athens,Tragedy,Old Athenian,1,1,155,She is young and apt:,male
103244,Timon of Athens,Tragedy,Old Athenian,1,1,156,Our own precedent passions do instruct us,male
103245,Timon of Athens,Tragedy,Old Athenian,1,1,157,What levity's in youth.,male
103246,Timon of Athens,Tragedy,Timon,1,1,158,[To LUCILIUS]           Love you the maid?,male
103247,Timon of Athens,Tragedy,Lucilius,1,1,159,"Ay, my good lord, and she accepts of it.",male
103248,Timon of Athens,Tragedy,Old Athenian,1,1,160,"If in her marriage my consent be missing,",male
103249,Timon of Athens,Tragedy,Old Athenian,1,1,161,"I call the gods to witness, I will choose",male
103250,Timon of Athens,Tragedy,Old Athenian,1,1,162,"Mine heir from forth the beggars of the world,",male
103251,Timon of Athens,Tragedy,Old Athenian,1,1,163,And dispossess her all.,male
103252,Timon of Athens,Tragedy,Timon,1,1,164,"How shall she be endow'd,",male
103253,Timon of Athens,Tragedy,Timon,1,1,165,if she be mated with an equal husband?,male
103254,Timon of Athens,Tragedy,Old Athenian,1,1,166,"Three talents on the present; in future, all.",male
103255,Timon of Athens,Tragedy,Timon,1,1,167,This gentleman of mine hath served me long:,male
103256,Timon of Athens,Tragedy,Timon,1,1,168,"To build his fortune I will strain a little,",male
103257,Timon of Athens,Tragedy,Timon,1,1,169,For 'tis a bond in men. Give him thy daughter:,male
103258,Timon of Athens,Tragedy,Timon,1,1,170,"What you bestow, in him I'll counterpoise,",male
103259,Timon of Athens,Tragedy,Timon,1,1,171,And make him weigh with her.,male
103260,Timon of Athens,Tragedy,Old Athenian,1,1,172,"Most noble lord,",male
103261,Timon of Athens,Tragedy,Old Athenian,1,1,173,"Pawn me to this your honour, she is his.",male
103262,Timon of Athens,Tragedy,Timon,1,1,174,My hand to thee; mine honour on my promise.,male
103263,Timon of Athens,Tragedy,Lucilius,1,1,175,Humbly I thank your lordship: never may,male
103264,Timon of Athens,Tragedy,Lucilius,1,1,176,"The state or fortune fall into my keeping,",male
103265,Timon of Athens,Tragedy,Lucilius,1,1,177,Which is not owed to you!,male
103266,Timon of Athens,Tragedy,Poet,1,1,178,"Vouchsafe my labour, and long live your lordship!",male
103267,Timon of Athens,Tragedy,Timon,1,1,179,I thank you; you shall hear from me anon:,male
103268,Timon of Athens,Tragedy,Timon,1,1,180,"Go not away. What have you there, my friend?",male
103269,Timon of Athens,Tragedy,Painter,1,1,181,"A piece of painting, which I do beseech",male
103270,Timon of Athens,Tragedy,Painter,1,1,182,Your lordship to accept.,male
103271,Timon of Athens,Tragedy,Timon,1,1,183,Painting is welcome.,male
103272,Timon of Athens,Tragedy,Timon,1,1,184,The painting is almost the natural man;,male
103273,Timon of Athens,Tragedy,Timon,1,1,185,"or since dishonour traffics with man's nature,",male
103274,Timon of Athens,Tragedy,Timon,1,1,186,He is but outside: these pencill'd figures are,male
103275,Timon of Athens,Tragedy,Timon,1,1,187,Even such as they give out. I like your work;,male
103276,Timon of Athens,Tragedy,Timon,1,1,188,And you shall find I like it: wait attendance,male
103277,Timon of Athens,Tragedy,Timon,1,1,189,Till you hear further from me.,male
103278,Timon of Athens,Tragedy,Painter,1,1,190,The gods preserve ye!,male
103279,Timon of Athens,Tragedy,Timon,1,1,191,"Well fare you, gentleman: give me your hand;",male
103280,Timon of Athens,Tragedy,Timon,1,1,192,"We must needs dine together. Sir, your jewel",male
103281,Timon of Athens,Tragedy,Timon,1,1,193,Hath suffer'd under praise.,male
103282,Timon of Athens,Tragedy,Jeweller,1,1,194,"What, my lord! dispraise?",male
103283,Timon of Athens,Tragedy,Timon,1,1,195,A more satiety of commendations.,male
103284,Timon of Athens,Tragedy,Timon,1,1,196,"If I should pay you for't as 'tis extoll'd,",male
103285,Timon of Athens,Tragedy,Timon,1,1,197,It would unclew me quite.,male
103286,Timon of Athens,Tragedy,Jeweller,1,1,198,"My lord, 'tis rated",male
103287,Timon of Athens,Tragedy,Jeweller,1,1,199,"As those which sell would give: but you well know,",male
103288,Timon of Athens,Tragedy,Jeweller,1,1,200,Things of like value differing in the owners,male
103289,Timon of Athens,Tragedy,Jeweller,1,1,201,"Are prized by their masters: believe't, dear lord,",male
103290,Timon of Athens,Tragedy,Jeweller,1,1,202,You mend the jewel by the wearing it.,male
103291,Timon of Athens,Tragedy,Timon,1,1,203,Well mock'd.,male
103292,Timon of Athens,Tragedy,Merchant,1,1,204,"No, my good lord; he speaks the common tongue,",male
103293,Timon of Athens,Tragedy,Merchant,1,1,205,Which all men speak with him.,male
103294,Timon of Athens,Tragedy,Timon,1,1,206,"Look, who comes here: will you be chid?",male
103295,Timon of Athens,Tragedy,Timon,1,1,207,"Jeweller: We'll bear, with your lordship.",male
103296,Timon of Athens,Tragedy,Merchant,1,1,208,He'll spare none.,male
103297,Timon of Athens,Tragedy,Timon,1,1,209,"Good morrow to thee, gentle Apemantus!",male
103298,Timon of Athens,Tragedy,Apemantus,1,1,210,"Till I be gentle, stay thou for thy good morrow;",male
103299,Timon of Athens,Tragedy,Apemantus,1,1,211,"When thou art Timon's dog, and these knaves honest.",male
103300,Timon of Athens,Tragedy,Timon,1,1,212,Why dost thou call them knaves? thou know'st them not.,male
103301,Timon of Athens,Tragedy,Apemantus,1,1,213,Are they not Athenians?,male
103302,Timon of Athens,Tragedy,Timon,1,1,214,Yes.,male
103303,Timon of Athens,Tragedy,Apemantus,1,1,215,Then I repent not.,male
103304,Timon of Athens,Tragedy,Apemantus,1,1,216,"Jeweller: You know me, Apemantus?",male
103305,Timon of Athens,Tragedy,Apemantus,1,1,217,Thou know'st I do: I call'd thee by thy name.,male
103306,Timon of Athens,Tragedy,Timon,1,1,218,"Thou art proud, Apemantus.",male
103307,Timon of Athens,Tragedy,Apemantus,1,1,219,Of nothing so much as that I am not like Timon.,male
103308,Timon of Athens,Tragedy,Timon,1,1,220,Whither art going?,male
103309,Timon of Athens,Tragedy,Apemantus,1,1,221,To knock out an honest Athenian's brains.,male
103310,Timon of Athens,Tragedy,Timon,1,1,222,That's a deed thou'lt die for.,male
103311,Timon of Athens,Tragedy,Apemantus,1,1,223,"Right, if doing nothing be death by the law.",male
103312,Timon of Athens,Tragedy,Timon,1,1,224,"How likest thou this picture, Apemantus?",male
103313,Timon of Athens,Tragedy,Apemantus,1,1,225,"The best, for the innocence.",male
103314,Timon of Athens,Tragedy,Timon,1,1,226,Wrought he not well that painted it?,male
103315,Timon of Athens,Tragedy,Apemantus,1,1,227,He wrought better that made the painter; and yet,male
103316,Timon of Athens,Tragedy,Apemantus,1,1,228,he's but a filthy piece of work.,male
103317,Timon of Athens,Tragedy,Painter,1,1,229,You're a dog.,male
103318,Timon of Athens,Tragedy,Apemantus,1,1,230,"Thy mother's of my generation: what's she, if I be a dog?",male
103319,Timon of Athens,Tragedy,Timon,1,1,231,"Wilt dine with me, Apemantus?",male
103320,Timon of Athens,Tragedy,Apemantus,1,1,232,No; I eat not lords.,male
103321,Timon of Athens,Tragedy,Timon,1,1,233,"An thou shouldst, thou 'ldst anger ladies.",male
103322,Timon of Athens,Tragedy,Apemantus,1,1,234,"O, they eat lords; so they come by great bellies.",male
103323,Timon of Athens,Tragedy,Timon,1,1,235,That's a lascivious apprehension.,male
103324,Timon of Athens,Tragedy,Apemantus,1,1,236,So thou apprehendest it: take it for thy labour.,male
103325,Timon of Athens,Tragedy,Timon,1,1,237,"How dost thou like this jewel, Apemantus?",male
103326,Timon of Athens,Tragedy,Apemantus,1,1,238,"Not so well as plain-dealing, which will not cost a",male
103327,Timon of Athens,Tragedy,Apemantus,1,1,239,man a doit.,male
103328,Timon of Athens,Tragedy,Timon,1,1,240,What dost thou think 'tis worth?,male
103329,Timon of Athens,Tragedy,Apemantus,1,1,241,"Not worth my thinking. How now, poet!",male
103330,Timon of Athens,Tragedy,Poet,1,1,242,"How now, philosopher!",male
103331,Timon of Athens,Tragedy,Apemantus,1,1,243,Thou liest.,male
103332,Timon of Athens,Tragedy,Poet,1,1,244,Art not one?,male
103333,Timon of Athens,Tragedy,Apemantus,1,1,245,Yes.,male
103334,Timon of Athens,Tragedy,Poet,1,1,246,Then I lie not.,male
103335,Timon of Athens,Tragedy,Apemantus,1,1,247,Art not a poet?,male
103336,Timon of Athens,Tragedy,Poet,1,1,248,Yes.,male
103337,Timon of Athens,Tragedy,Apemantus,1,1,249,"Then thou liest: look in thy last work, where thou",male
103338,Timon of Athens,Tragedy,Apemantus,1,1,250,hast feigned him a worthy fellow.,male
103339,Timon of Athens,Tragedy,Poet,1,1,251,That's not feigned; he is so.,male
103340,Timon of Athens,Tragedy,Apemantus,1,1,252,"Yes, he is worthy of thee, and to pay thee for thy",male
103341,Timon of Athens,Tragedy,Apemantus,1,1,253,labour: he that loves to be flattered is worthy o',male
103342,Timon of Athens,Tragedy,Apemantus,1,1,254,"the flatterer. Heavens, that I were a lord!",male
103343,Timon of Athens,Tragedy,Timon,1,1,255,"What wouldst do then, Apemantus?",male
103344,Timon of Athens,Tragedy,Apemantus,1,1,256,E'en as Apemantus does now; hate a lord with my heart.,male
103345,Timon of Athens,Tragedy,Timon,1,1,257,"What, thyself?",male
103346,Timon of Athens,Tragedy,Apemantus,1,1,258,Ay.,male
103347,Timon of Athens,Tragedy,Timon,1,1,259,Wherefore?,male
103348,Timon of Athens,Tragedy,Apemantus,1,1,260,That I had no angry wit to be a lord.,male
103349,Timon of Athens,Tragedy,Apemantus,1,1,261,Art not thou a merchant?,male
103350,Timon of Athens,Tragedy,Merchant,1,1,262,"Ay, Apemantus.",male
103351,Timon of Athens,Tragedy,Apemantus,1,1,263,"Traffic confound thee, if the gods will not!",male
103352,Timon of Athens,Tragedy,Merchant,1,1,264,"If traffic do it, the gods do it.",male
103353,Timon of Athens,Tragedy,Apemantus,1,1,265,Traffic's thy god; and thy god confound thee!,male
103354,Timon of Athens,Tragedy,Timon,1,1,266,What trumpet's that?,male
103355,Timon of Athens,Tragedy,Messenger,1,1,267,"'Tis Alcibiades, and some twenty horse,",male
103356,Timon of Athens,Tragedy,Messenger,1,1,268,All of companionship.,male
103357,Timon of Athens,Tragedy,Timon,1,1,269,"Pray, entertain them; give them guide to us.",male
103358,Timon of Athens,Tragedy,Timon,1,1,270,You must needs dine with me: go not you hence,male
103359,Timon of Athens,Tragedy,Timon,1,1,271,"Till I have thank'd you: when dinner's done,",male
103360,Timon of Athens,Tragedy,Timon,1,1,272,Show me this piece. I am joyful of your sights.,male
103361,Timon of Athens,Tragedy,Timon,1,1,273,"Most welcome, sir!",male
103362,Timon of Athens,Tragedy,Apemantus,1,1,274,"So, so, there!",male
103363,Timon of Athens,Tragedy,Apemantus,1,1,275,Aches contract and starve your supple joints!,male
103364,Timon of Athens,Tragedy,Apemantus,1,1,276,That there should be small love 'mongst these,male
103365,Timon of Athens,Tragedy,Apemantus,1,1,277,"sweet knaves,",male
103366,Timon of Athens,Tragedy,Apemantus,1,1,278,And all this courtesy! The strain of man's bred out,male
103367,Timon of Athens,Tragedy,Apemantus,1,1,279,Into baboon and monkey.,male
103368,Timon of Athens,Tragedy,Alcibiades,1,1,280,"Sir, you have saved my longing, and I feed",male
103369,Timon of Athens,Tragedy,Alcibiades,1,1,281,Most hungerly on your sight.,male
103370,Timon of Athens,Tragedy,Timon,1,1,282,"Right welcome, sir!",male
103371,Timon of Athens,Tragedy,Timon,1,1,283,"Ere we depart, we'll share a bounteous time",male
103372,Timon of Athens,Tragedy,Timon,1,1,284,"In different pleasures. Pray you, let us in.",male
103373,Timon of Athens,Tragedy,First Lord,1,1,285,"What time o' day is't, Apemantus?",male
103374,Timon of Athens,Tragedy,Apemantus,1,1,286,Time to be honest.,male
103375,Timon of Athens,Tragedy,First Lord,1,1,287,That time serves still.,male
103376,Timon of Athens,Tragedy,Apemantus,1,1,288,"The more accursed thou, that still omitt'st it.",male
103377,Timon of Athens,Tragedy,Second Lord,1,1,289,Thou art going to Lord Timon's feast?,male
103378,Timon of Athens,Tragedy,Apemantus,1,1,290,"Ay, to see meat fill knaves and wine heat fools.",male
103379,Timon of Athens,Tragedy,Second Lord,1,1,291,"Fare thee well, fare thee well.",male
103380,Timon of Athens,Tragedy,Apemantus,1,1,292,Thou art a fool to bid me farewell twice.,male
103381,Timon of Athens,Tragedy,Second Lord,1,1,293,"Why, Apemantus?",male
103382,Timon of Athens,Tragedy,Apemantus,1,1,294,"Shouldst have kept one to thyself, for I mean to",male
103383,Timon of Athens,Tragedy,Apemantus,1,1,295,give thee none.,male
103384,Timon of Athens,Tragedy,First Lord,1,1,296,Hang thyself!,male
103385,Timon of Athens,Tragedy,Apemantus,1,1,297,"No, I will do nothing at thy bidding: make thy",male
103386,Timon of Athens,Tragedy,Apemantus,1,1,298,requests to thy friend.,male
103387,Timon of Athens,Tragedy,Second Lord,1,1,299,"Away, unpeaceable dog, or I'll spurn thee hence!",male
103388,Timon of Athens,Tragedy,Apemantus,1,1,300,"I will fly, like a dog, the heels o' the ass.",male
103389,Timon of Athens,Tragedy,First Lord,1,1,301,"He's opposite to humanity. Come, shall we in,",male
103390,Timon of Athens,Tragedy,First Lord,1,1,302,And taste Lord Timon's bounty? he outgoes,male
103391,Timon of Athens,Tragedy,First Lord,1,1,303,The very heart of kindness.,male
103392,Timon of Athens,Tragedy,Second Lord,1,1,304,"He pours it out; Plutus, the god of gold,",male
103393,Timon of Athens,Tragedy,Second Lord,1,1,305,"Is but his steward: no meed, but he repays",male
103394,Timon of Athens,Tragedy,Second Lord,1,1,306,"Sevenfold above itself; no gift to him,",male
103395,Timon of Athens,Tragedy,Second Lord,1,1,307,But breeds the giver a return exceeding,male
103396,Timon of Athens,Tragedy,Second Lord,1,1,308,All use of quittance.,male
103397,Timon of Athens,Tragedy,First Lord,1,1,309,The noblest mind he carries,male
103398,Timon of Athens,Tragedy,First Lord,1,1,310,That ever govern'd man.,male
103399,Timon of Athens,Tragedy,Second Lord,1,1,311,Long may he live in fortunes! Shall we in?,male
103400,Timon of Athens,Tragedy,First Lord,1,1,312,I'll keep you company.,male
103401,Timon of Athens,Tragedy,Ventidius,1,2,1,"Most honour'd Timon,",male
103402,Timon of Athens,Tragedy,Ventidius,1,2,2,"It hath pleased the gods to remember my father's age,",male
103403,Timon of Athens,Tragedy,Ventidius,1,2,3,And call him to long peace.,male
